review_id,bank,review_sentiment_mean
1882,axis bank,-0.19035087750000002
1883,axis bank,-0.924323
1884,axis bank,-0.3061721083333333
1885,axis bank,-0.70768545
1886,axis bank,-0.36514148269999996
1887,axis bank,-0.411485458
1888,axis bank,-0.37533479200000003
1889,axis bank,-0.5050250081818182
1890,axis bank,-0.865019975
1891,axis bank,-0.5159595955555556
1892,axis bank,-0.5872167045
1893,axis bank,-0.62952423
1894,axis bank,-0.9191448499999999
1895,axis bank,-0.896630115
1896,axis bank,-0.6726272375
1897,axis bank,-0.5441476525
1898,axis bank,-0.12643350750000001
1899,axis bank,-0.4752885533333333
1900,axis bank,-0.5121986225
1901,axis bank,-0.361328924
1902,axis bank,-0.4801439985714286
1903,axis bank,-0.20551388116666666
1904,axis bank,0.021375759999999994
1905,axis bank,-0.390569656
1906,axis bank,-0.17623875958823532
1907,axis bank,-0.9024607
1908,axis bank,-0.34243535199999997
1909,axis bank,-0.6156031525
1910,axis bank,-0.78955825
1911,axis bank,-0.5171187557142857
1912,axis bank,-0.24909011885714286
1913,axis bank,-0.327762834875
1914,axis bank,-0.18702812385
1915,axis bank,-0.1982646225
1916,axis bank,0.1174299652
1917,axis bank,-0.90839607
1918,axis bank,-0.39008849149999997
1919,axis bank,0.66878863
1920,axis bank,-0.88873729
1921,axis bank,-0.8349373975000001
1922,axis bank,-0.7123173
1923,axis bank,0.38194626666666665
1924,axis bank,-0.60757584675
1925,axis bank,-0.3885362044090909
1926,axis bank,-0.497690004
1927,axis bank,0.53267425125
1928,axis bank,-0.6231009890909092
1929,axis bank,-0.21105665379999997
1930,axis bank,-0.2747984541809524
1931,axis bank,-0.8568985
1932,axis bank,-0.6846298375
1933,axis bank,-0.5436281252222223
1934,axis bank,-0.82980805
1935,axis bank,-0.5116624933333334
1936,axis bank,-0.9128505
1937,axis bank,-0.43816046091666666
1938,axis bank,-0.8943726666666666
1939,axis bank,-0.7656705475
1940,axis bank,-0.461646848
1941,axis bank,-0.9004235
1942,axis bank,-0.924137
1943,axis bank,-0.4929881008
1944,axis bank,-0.2313738131846154
1945,axis bank,0.10628993825
1946,axis bank,-0.15608570707142855
1947,axis bank,-0.13300521599999998
1948,axis bank,-0.7902353333333334
1949,axis bank,-0.3017415309
1950,axis bank,-0.4131585492222222
1951,axis bank,-0.71260106625
1952,axis bank,-0.46655366749999994
1953,axis bank,-0.37738868600000003
1954,axis bank,-0.2674921085714286
1955,axis bank,-0.5311948696666666
1956,axis bank,-0.6310796639999999
1957,axis bank,-0.475962227
1958,axis bank,-0.6021455066666667
1959,axis bank,-0.37757315199999997
1960,axis bank,0.3754848010625
1961,axis bank,-0.6157384557142856
1962,axis bank,-0.6453263579999999
1963,axis bank,-0.4185610405
1964,axis bank,-0.63594028
1965,axis bank,-0.5852296133333333
1966,axis bank,-0.36834784171428575
1967,axis bank,-0.41959092
1968,axis bank,-0.17895947857142858
1969,axis bank,-0.490981453
1970,axis bank,-0.8736900599999999
1971,axis bank,-0.2941147495454546
1972,axis bank,-0.33545597
1973,axis bank,-0.5634531966666666
1974,axis bank,-0.39622547509999995
1975,axis bank,-0.8788975633333335
1976,axis bank,-0.24259616542666668
1977,axis bank,-0.30337639165517244
1978,axis bank,-0.45348132750000003
1979,axis bank,-0.38915068
1980,axis bank,-0.5283718584
1981,axis bank,-0.10129863555555556
1982,axis bank,-0.59557353
1983,axis bank,-0.6417094045
1984,axis bank,-0.3734557729166667
1985,axis bank,-0.51667556
1986,axis bank,-0.484745533125
1987,axis bank,-0.5513295505714286
1988,axis bank,-0.27898274000000006
1989,axis bank,-0.6093247816666667
1990,axis bank,-0.6174699434545455
1991,axis bank,-0.44795390248571426
1992,axis bank,-0.7222844333333334
1993,axis bank,-0.3981214684166667
1994,axis bank,-0.1134791578
1995,axis bank,-0.7724679825
1996,axis bank,-0.4415203726625
1997,axis bank,-0.53870617125
1998,axis bank,-0.25808289553749997
1999,axis bank,0.62855712
2000,axis bank,-0.23467709666666667
2001,axis bank,-0.19553024400000002
2002,axis bank,-0.30169750003333334
2003,axis bank,-0.44383593609285715
2004,axis bank,-0.69369596
2005,axis bank,-0.24624489615416667
2006,axis bank,-0.3932474792727273
2007,axis bank,-0.3467818078
2008,axis bank,-0.19358825566666668
2009,axis bank,-0.2871586135
2010,axis bank,-0.22643587441666665
2011,axis bank,0.2668516826363636
2012,axis bank,0.6584841208000001
2013,axis bank,-0.23471425340000002
2014,axis bank,-0.558414165
2015,axis bank,-0.46220264228571434
2016,axis bank,-0.9250574
2017,axis bank,-0.46023122166666663
2018,axis bank,-0.5549758512857143
2019,axis bank,-0.5751069817000001
2020,axis bank,-0.539442639
2021,axis bank,-0.3098287341666666
2022,axis bank,-0.6130528080000001
2023,axis bank,-0.6781343325
2024,axis bank,-0.810516375
2025,axis bank,-0.15967623745749998
2026,axis bank,-0.8177002416666667
2027,axis bank,-0.8636998133333332
2028,axis bank,0.2529987231333333
2029,axis bank,-0.3976806495833333
2030,axis bank,-0.7269004099999999
2031,axis bank,-0.031972912499999985
2032,axis bank,-0.6300341933333333
2033,axis bank,0.18487544379999998
2034,axis bank,-0.74793276
